iso,country,topic,topic_label,count,total_speeches,share
COL,Colombia,26,26_israel_kampuchea_situation_south,1,62,0.016129032258064516
COL,Colombia,27,27_seychelles_africa_conference_operation,1,62,0.016129032258064516
COL,Colombia,38,38_developing_south_africa_palestinian,1,62,0.016129032258064516
COL,Colombia,48,48_colombia_drug_colombian_drugs,43,62,0.6935483870967742
COL,Colombia,55,55_france_french_europe_war,1,62,0.016129032258064516
COL,Colombia,71,71_operation_rights_latin_cyprus,1,62,0.016129032258064516
COL,Colombia,88,88_india_korea_great_soviet,1,62,0.016129032258064516
COL,Colombia ,1,1_pandemic_covid_covid 19_19,1,1,1.0
COL,Republic of Co,48,48_colombia_drug_colombian_drugs,1,1,1.0
COL,Republic of Colombia,48,48_colombia_drug_colombian_drugs,1,1,1.0
COM,Comoras,14,14_south_brunei_darussalam_africa,1,1,1.0
COM,Comoros,2,2_africa_african_south_south africa,2,27,0.07407407407407407
COM,Comoros,6,6_terrorism_11 september_2001_terrorist,2,27,0.07407407407407407
COM,Comoros,8,8_independence_operation_africa_special,1,27,0.037037037037037035
COM,Comoros,10,10_ukraine_russia_moldova_ukrainian,1,27,0.037037037037037035
COM,Comoros,11,11_portugal_process_fiftieth_human,2,27,0.07407407407407407
COM,Comoros,12,12_viet_viet nam_nam_struggle,1,27,0.037037037037037035
COM,Comoros,15,15_bangladesh_south_africa_operation,2,27,0.07407407407407407
COM,Comoros,20,20_zimbabwe_kampuchea_south_africa,1,27,0.037037037037037035
COM,Comoros,23,23_libya_libyan_tunisia_arab,1,27,0.037037037037037035
COM,Comoros,24,24_mediation_challenges_peaceful_al nasser,2,27,0.07407407407407407
COM,Comoros,25,25_operation_south_africa_disarmament,1,27,0.037037037037037035
COM,Comoros,27,27_seychelles_africa_conference_operation,3,27,0.1111111111111111
COM,Comoros,31,31_century_east timor_timor_human,1,27,0.037037037037037035
COM,Comoros,38,38_developing_south_africa_palestinian,1,27,0.037037037037037035
COM,Comoros,40,40_millennium_globalization_millennium summit_summit,1,27,0.037037037037037035
COM,Comoros,44,44_boutros_process_human_rights,1,27,0.037037037037037035
COM,Comoros,53,53_panama_canal_panamanian_panama canal,1,27,0.037037037037037035
COM,Comoros,54,54_iraq_terrorism_baghdad_vieira mello,1,27,0.037037037037037035
COM,Comoros,81,81_operation_environment_south_namibia,1,27,0.037037037037037035
COM,Comoros,86,86_syria_syrian_2015_terrorism,1,27,0.037037037037037035
COM,Comoros ,1,1_pandemic_covid_covid 19_19,1,2,0.5
COM,Comoros ,2,2_africa_african_south_south africa,1,2,0.5
COM,Union of the Comoros,1,1_pandemic_covid_covid 19_19,1,1,1.0
CPV,Cabo Verde,5,5_islands_pacific_solomon_solomon islands,1,1,1.0
CPV,Cabo Verde ,0,0_sustainable_climate_change_climate change,1,2,0.5
CPV,Cabo Verde ,68,68_sri_lanka_sri lanka_bantu,1,2,0.5
CPV,Cape Verde,0,0_sustainable_climate_change_climate change,4,19,0.21052631578947367
CPV,Cape Verde,5,5_islands_pacific_solomon_solomon islands,2,19,0.10526315789473684
CPV,Cape Verde,6,6_terrorism_11 september_2001_terrorist,1,19,0.05263157894736842
CPV,Cape Verde,11,11_portugal_process_fiftieth_human,1,19,0.05263157894736842
CPV,Cape Verde,20,20_zimbabwe_kampuchea_south_africa,1,19,0.05263157894736842
CPV,Cape Verde,22,22_environment_organisation_democracy_rights,1,19,0.05263157894736842
CPV,Cape Verde,25,25_operation_south_africa_disarmament,2,19,0.10526315789473684
CPV,Cape Verde,26,26_israel_kampuchea_situation_south,1,19,0.05263157894736842
CPV,Cape Verde,27,27_seychelles_africa_conference_operation,1,19,0.05263157894736842
CPV,Cape Verde,40,40_millennium_globalization_millennium summit_summit,1,19,0.05263157894736842
CPV,Cape Verde,44,44_boutros_process_human_rights,1,19,0.05263157894736842
CPV,Cape Verde,54,54_iraq_terrorism_baghdad_vieira mello,1,19,0.05263157894736842
CPV,Cape Verde,64,64_kuwait_operation_south_organisation,1,19,0.05263157894736842
CPV,Cape Verde,95,95_slovakia_czech_czech republic_slovak,1,19,0.05263157894736842
CPV,Republic of the Cabo Verde,1,1_pandemic_covid_covid 19_19,1,1,1.0
CRI,Costa Rica,0,0_sustainable_climate_change_climate change,1,56,0.017857142857142856
CRI,Costa Rica,6,6_terrorism_11 september_2001_terrorist,1,56,0.017857142857142856
CRI,Costa Rica,9,9_israel_palestinian_israeli_arab,1,56,0.017857142857142856
CRI,Costa Rica,12,12_viet_viet nam_nam_struggle,1,56,0.017857142857142856
CRI,Costa Rica,14,14_south_brunei_darussalam_africa,1,56,0.017857142857142856
CRI,Costa Rica,19,19_indonesia_china_disarmament_israel,1,56,0.017857142857142856
CRI,Costa Rica,20,20_zimbabwe_kampuchea_south_africa,1,56,0.017857142857142856
CRI,Costa Rica,22,22_environment_organisation_democracy_rights,1,56,0.017857142857142856
CRI,Costa Rica,24,24_mediation_challenges_peaceful_al nasser,1,56,0.017857142857142856
CRI,Costa Rica,26,26_israel_kampuchea_situation_south,1,56,0.017857142857142856
CRI,Costa Rica,31,31_century_east timor_timor_human,1,56,0.017857142857142856
CRI,Costa Rica,32,32_honduras_salvador_el salvador_central,1,56,0.017857142857142856
CRI,Costa Rica,36,36_haiti_haitian_republic haiti_republic,1,56,0.017857142857142856
CRI,Costa Rica,40,40_millennium_globalization_millennium summit_summit,1,56,0.017857142857142856
CRI,Costa Rica,46,46_fortieth_south_africa_operation,1,56,0.017857142857142856
CRI,Costa Rica,60,60_poland_polish_europe_war,1,56,0.017857142857142856
CRI,Costa Rica,64,64_kuwait_operation_south_organisation,1,56,0.017857142857142856
CRI,Costa Rica,71,71_operation_rights_latin_cyprus,2,56,0.03571428571428571
CRI,Costa Rica,74,74_costa_costa rica_rica_human,37,56,0.6607142857142857
CRI,Costa Rica ,1,1_pandemic_covid_covid 19_19,1,3,0.3333333333333333
CRI,Costa Rica ,74,74_costa_costa rica_rica_human,2,3,0.6666666666666666
CRI,Republic of Costa Rica,74,74_costa_costa rica_rica_human,1,1,1.0
CSK,Czechoslovakia,2,2_africa_african_south_south africa,1,15,0.06666666666666667
CSK,Czechoslovakia,3,3_soviet_soviet union_union_war,6,15,0.4
CSK,Czechoslovakia,7,7_war_great_soviet_israel,1,15,0.06666666666666667
CSK,Czechoslovakia,12,12_viet_viet nam_nam_struggle,1,15,0.06666666666666667
CSK,Czechoslovakia,22,22_environment_organisation_democracy_rights,1,15,0.06666666666666667
CSK,Czechoslovakia,25,25_operation_south_africa_disarmament,1,15,0.06666666666666667
CSK,Czechoslovakia,38,38_developing_south_africa_palestinian,1,15,0.06666666666666667
CSK,Czechoslovakia,46,46_fortieth_south_africa_operation,1,15,0.06666666666666667
CSK,Czechoslovakia,69,69_hungary_hungarian_hungarian republic_republic,1,15,0.06666666666666667
CSK,Czechoslovakia,89,89_korea_soviet_aggression_soviet union,1,15,0.06666666666666667
CUB,Cuba,0,0_sustainable_climate_change_climate change,6,62,0.0967741935483871
CUB,Cuba,1,1_pandemic_covid_covid 19_19,2,62,0.03225806451612903
CUB,Cuba,3,3_soviet_soviet union_union_war,1,62,0.016129032258064516
CUB,Cuba,4,4_caribbean_bahamas_tobago_trinidad tobago,2,62,0.03225806451612903
CUB,Cuba,6,6_terrorism_11 september_2001_terrorist,1,62,0.016129032258064516
CUB,Cuba,7,7_war_great_soviet_israel,4,62,0.06451612903225806
CUB,Cuba,8,8_independence_operation_africa_special,2,62,0.03225806451612903
CUB,Cuba,9,9_israel_palestinian_israeli_arab,3,62,0.04838709677419355
CUB,Cuba,12,12_viet_viet nam_nam_struggle,2,62,0.03225806451612903
CUB,Cuba,17,17_malawi_zambia_africa_african,1,62,0.016129032258064516
CUB,Cuba,20,20_zimbabwe_kampuchea_south_africa,2,62,0.03225806451612903
CUB,Cuba,22,22_environment_organisation_democracy_rights,1,62,0.016129032258064516
CUB,Cuba,32,32_honduras_salvador_el salvador_central,1,62,0.016129032258064516
CUB,Cuba,50,50_sudan_south sudan_south_sudanese,1,62,0.016129032258064516
CUB,Cuba,52,52_korea_republic korea_korean_korean peninsula,1,62,0.016129032258064516
CUB,Cuba,64,64_kuwait_operation_south_organisation,1,62,0.016129032258064516
CUB,Cuba,90,90_cuba_cuban_latin_revolutionary,30,62,0.4838709677419355
CUB,Cuba,91,91_nicaragua_nicaraguan_central_america,1,62,0.016129032258064516
CUB,Cuba ,1,1_pandemic_covid_covid 19_19,1,2,0.5
CUB,Cuba ,27,27_seychelles_africa_conference_operation,1,2,0.5
CUB,Republic of Cuba,1,1_pandemic_covid_covid 19_19,1,1,1.0
CYP,Cyprus,0,0_sustainable_climate_change_climate change,3,26,0.11538461538461539
CYP,Cyprus,3,3_soviet_soviet union_union_war,1,26,0.038461538461538464
CYP,Cyprus,7,7_war_great_soviet_israel,3,26,0.11538461538461539
CYP,Cyprus,8,8_independence_operation_africa_special,1,26,0.038461538461538464
CYP,Cyprus,9,9_israel_palestinian_israeli_arab,1,26,0.038461538461538464
CYP,Cyprus,14,14_south_brunei_darussalam_africa,1,26,0.038461538461538464
CYP,Cyprus,15,15_bangladesh_south_africa_operation,1,26,0.038461538461538464
CYP,Cyprus,16,16_reform_malaysia_human_rights,1,26,0.038461538461538464
CYP,Cyprus,17,17_malawi_zambia_africa_african,1,26,0.038461538461538464
CYP,Cyprus,18,18_guatemala_american_central_guatemalan,2,26,0.07692307692307693
CYP,Cyprus,20,20_zimbabwe_kampuchea_south_africa,1,26,0.038461538461538464
CYP,Cyprus,22,22_environment_organisation_democracy_rights,1,26,0.038461538461538464
CYP,Cyprus,27,27_seychelles_africa_conference_operation,1,26,0.038461538461538464
CYP,Cyprus,30,30_finland_denmark_iceland_rights,1,26,0.038461538461538464
CYP,Cyprus,31,31_century_east timor_timor_human,1,26,0.038461538461538464
CYP,Cyprus,38,38_developing_south_africa_palestinian,1,26,0.038461538461538464
CYP,Cyprus,45,45_malaysia_great_nuclear_powers,1,26,0.038461538461538464
CYP,Cyprus,69,69_hungary_hungarian_hungarian republic_republic,1,26,0.038461538461538464
CYP,Cyprus,71,71_operation_rights_latin_cyprus,1,26,0.038461538461538464
CYP,Cyprus,78,78_malta_mediterranean_european_libya,1,26,0.038461538461538464
CYP,Cyprus,95,95_slovakia_czech_czech republic_slovak,1,26,0.038461538461538464
CYP,Cyprus ,0,0_sustainable_climate_change_climate change,1,2,0.5
CYP,Cyprus ,7,7_war_great_soviet_israel,1,2,0.5
CYP,Republic of Cyprus,0,0_sustainable_climate_change_climate change,1,2,0.5
CYP,Republic of Cyprus,1,1_pandemic_covid_covid 19_19,1,2,0.5
CZE,Czech Republic,6,6_terrorism_11 september_2001_terrorist,3,22,0.13636363636363635
CZE,Czech Republic,10,10_ukraine_russia_moldova_ukrainian,3,22,0.13636363636363635
CZE,Czech Republic,16,16_reform_malaysia_human_rights,1,22,0.045454545454545456
CZE,Czech Republic,40,40_millennium_globalization_millennium summit_summit,1,22,0.045454545454545456
CZE,Czech Republic,54,54_iraq_terrorism_baghdad_vieira mello,1,22,0.045454545454545456
CZE,Czech Republic,95,95_slovakia_czech_czech republic_slovak,13,22,0.5909090909090909
CZE,Czech Republic ,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,1,1,1.0
CZE,Czechia,95,95_slovakia_czech_czech republic_slovak,1,1,1.0
DDR,DDR,3,3_soviet_soviet union_union_war,3,4,0.75
DDR,DDR,14,14_south_brunei_darussalam_africa,1,4,0.25
DDR,Democratic Republic of Germany ,26,26_israel_kampuchea_situation_south,1,2,0.5
DDR,Democratic Republic of Germany ,38,38_developing_south_africa_palestinian,1,2,0.5
DDR,German Democratic Republic,27,27_seychelles_africa_conference_operation,1,3,0.3333333333333333
DDR,German Democratic Republic,51,51_mexico_mexican_nuclear_latin,1,3,0.3333333333333333
DDR,German Democratic Republic,60,60_poland_polish_europe_war,1,3,0.3333333333333333
DDR,Republica Federal Alemana ,3,3_soviet_soviet union_union_war,1,1,1.0
DEU,FDR,0,0_sustainable_climate_change_climate change,1,4,0.25
DEU,FDR,3,3_soviet_soviet union_union_war,1,4,0.25
DEU,FDR,26,26_israel_kampuchea_situation_south,2,4,0.5
DEU,Federal Republic Germany,33,33_lebanon_lebanese_israel_arab,1,1,1.0
DEU,Federal Republic of Germany,0,0_sustainable_climate_change_climate change,1,5,0.2
DEU,Federal Republic of Germany,1,1_pandemic_covid_covid 19_19,1,5,0.2
DEU,Federal Republic of Germany,8,8_independence_operation_africa_special,2,5,0.4
DEU,Federal Republic of Germany,27,27_seychelles_africa_conference_operation,1,5,0.2
DEU,Germany,0,0_sustainable_climate_change_climate change,6,14,0.42857142857142855
DEU,Germany,6,6_terrorism_11 september_2001_terrorist,1,14,0.07142857142857142
DEU,Germany,7,7_war_great_soviet_israel,1,14,0.07142857142857142
DEU,Germany,14,14_south_brunei_darussalam_africa,1,14,0.07142857142857142
DEU,Germany,20,20_zimbabwe_kampuchea_south_africa,1,14,0.07142857142857142
DEU,Germany,21,21_netherlands_european_rights_human,1,14,0.07142857142857142
DEU,Germany,26,26_israel_kampuchea_situation_south,1,14,0.07142857142857142
DEU,Germany,47,47_brazil_brazilian_latin_america,1,14,0.07142857142857142
DEU,Germany,64,64_kuwait_operation_south_organisation,1,14,0.07142857142857142
DEU,Germany Democratic Republic,0,0_sustainable_climate_change_climate change,1,1,1.0
DJI,Djibouti,0,0_sustainable_climate_change_climate change,1,20,0.05
DJI,Djibouti,6,6_terrorism_11 september_2001_terrorist,2,20,0.1
DJI,Djibouti,11,11_portugal_process_fiftieth_human,2,20,0.1
DJI,Djibouti,14,14_south_brunei_darussalam_africa,1,20,0.05
DJI,Djibouti,15,15_bangladesh_south_africa_operation,2,20,0.1
DJI,Djibouti,16,16_reform_malaysia_human_rights,2,20,0.1
DJI,Djibouti,20,20_zimbabwe_kampuchea_south_africa,1,20,0.05
DJI,Djibouti,23,23_libya_libyan_tunisia_arab,1,20,0.05
DJI,Djibouti,24,24_mediation_challenges_peaceful_al nasser,1,20,0.05
DJI,Djibouti,25,25_operation_south_africa_disarmament,1,20,0.05
DJI,Djibouti,26,26_israel_kampuchea_situation_south,1,20,0.05
DJI,Djibouti,38,38_developing_south_africa_palestinian,1,20,0.05
DJI,Djibouti,40,40_millennium_globalization_millennium summit_summit,1,20,0.05
DJI,Djibouti,44,44_boutros_process_human_rights,1,20,0.05
DJI,Djibouti,54,54_iraq_terrorism_baghdad_vieira mello,1,20,0.05
DJI,Djibouti,64,64_kuwait_operation_south_organisation,1,20,0.05
DJI,Djibouti ,1,1_pandemic_covid_covid 19_19,2,2,1.0
DJI,Republic of Djibouti,1,1_pandemic_covid_covid 19_19,1,1,1.0
DMA,Commonwealth of Dominica,4,4_caribbean_bahamas_tobago_trinidad tobago,1,1,1.0
DMA,Dominia,4,4_caribbean_bahamas_tobago_trinidad tobago,1,1,1.0
DMA,Dominica,2,2_africa_african_south_south africa,1,20,0.05
DMA,Dominica,4,4_caribbean_bahamas_tobago_trinidad tobago,14,20,0.7
DMA,Dominica,5,5_islands_pacific_solomon_solomon islands,1,20,0.05
DMA,Dominica,6,6_terrorism_11 september_2001_terrorist,1,20,0.05
DMA,Dominica,14,14_south_brunei_darussalam_africa,1,20,0.05
DMA,Dominica,22,22_environment_organisation_democracy_rights,1,20,0.05
DMA,Dominica,44,44_boutros_process_human_rights,1,20,0.05
DMA,Dominica ,1,1_pandemic_covid_covid 19_19,1,3,0.3333333333333333
DMA,Dominica ,78,78_malta_mediterranean_european_libya,1,3,0.3333333333333333
DMA,Dominica ,87,87_belize_caribbean_guatemala_belizean,1,3,0.3333333333333333
DNK,Denmark,0,0_sustainable_climate_change_climate change,9,45,0.2
DNK,Denmark,1,1_pandemic_covid_covid 19_19,1,45,0.022222222222222223
DNK,Denmark,2,2_africa_african_south_south africa,1,45,0.022222222222222223
DNK,Denmark,3,3_soviet_soviet union_union_war,4,45,0.08888888888888889
DNK,Denmark,6,6_terrorism_11 september_2001_terrorist,1,45,0.022222222222222223
DNK,Denmark,7,7_war_great_soviet_israel,1,45,0.022222222222222223
DNK,Denmark,8,8_independence_operation_africa_special,2,45,0.044444444444444446
DNK,Denmark,12,12_viet_viet nam_nam_struggle,2,45,0.044444444444444446
DNK,Denmark,14,14_south_brunei_darussalam_africa,1,45,0.022222222222222223
DNK,Denmark,20,20_zimbabwe_kampuchea_south_africa,1,45,0.022222222222222223
DNK,Denmark,21,21_netherlands_european_rights_human,1,45,0.022222222222222223
DNK,Denmark,26,26_israel_kampuchea_situation_south,1,45,0.022222222222222223
DNK,Denmark,27,27_seychelles_africa_conference_operation,1,45,0.022222222222222223
DNK,Denmark,29,29_bosnia_bosnia herzegovina_herzegovina_serbia,1,45,0.022222222222222223
DNK,Denmark,30,30_finland_denmark_iceland_rights,15,45,0.3333333333333333
DNK,Denmark,43,43_canada_canadian_canadians_human,1,45,0.022222222222222223
DNK,Denmark,46,46_fortieth_south_africa_operation,1,45,0.022222222222222223
DNK,Denmark,56,56_ecuador_human_latin_american,1,45,0.022222222222222223
DNK,Denmark ,1,1_pandemic_covid_covid 19_19,1,3,0.3333333333333333
DNK,Denmark ,10,10_ukraine_russia_moldova_ukrainian,1,3,0.3333333333333333
DNK,Denmark ,30,30_finland_denmark_iceland_rights,1,3,0.3333333333333333
DOM,Dominican Republic,0,0_sustainable_climate_change_climate change,1,54,0.018518518518518517
DOM,Dominican Republic,3,3_soviet_soviet union_union_war,1,54,0.018518518518518517
DOM,Dominican Republic,4,4_caribbean_bahamas_tobago_trinidad tobago,2,54,0.037037037037037035
DOM,Dominican Republic,6,6_terrorism_11 september_2001_terrorist,3,54,0.05555555555555555
DOM,Dominican Republic,7,7_war_great_soviet_israel,2,54,0.037037037037037035
DOM,Dominican Republic,14,14_south_brunei_darussalam_africa,1,54,0.018518518518518517
DOM,Dominican Republic,17,17_malawi_zambia_africa_african,1,54,0.018518518518518517
DOM,Dominican Republic,27,27_seychelles_africa_conference_operation,1,54,0.018518518518518517
DOM,Dominican Republic,46,46_fortieth_south_africa_operation,1,54,0.018518518518518517
DOM,Dominican Republic,55,55_france_french_europe_war,1,54,0.018518518518518517
DOM,Dominican Republic,61,61_dominican_dominican republic_republic_american,38,54,0.7037037037037037
DOM,Dominican Republic,71,71_operation_rights_latin_cyprus,1,54,0.018518518518518517
DOM,Dominican Republic,89,89_korea_soviet_aggression_soviet union,1,54,0.018518518518518517
DOM,Dominican Republic ,1,1_pandemic_covid_covid 19_19,2,5,0.4
DOM,Dominican Republic ,61,61_dominican_dominican republic_republic_american,3,5,0.6
DOM,Dominican republic,61,61_dominican_dominican republic_republic_american,1,1,1.0
DZA,Algeria,0,0_sustainable_climate_change_climate change,4,47,0.0851063829787234
DZA,Algeria,2,2_africa_african_south_south africa,2,47,0.0425531914893617
DZA,Algeria,5,5_islands_pacific_solomon_solomon islands,1,47,0.02127659574468085
DZA,Algeria,6,6_terrorism_11 september_2001_terrorist,1,47,0.02127659574468085
DZA,Algeria,7,7_war_great_soviet_israel,2,47,0.0425531914893617
DZA,Algeria,8,8_independence_operation_africa_special,24,47,0.5106382978723404
DZA,Algeria,9,9_israel_palestinian_israeli_arab,2,47,0.0425531914893617
DZA,Algeria,11,11_portugal_process_fiftieth_human,1,47,0.02127659574468085
DZA,Algeria,16,16_reform_malaysia_human_rights,1,47,0.02127659574468085
DZA,Algeria,20,20_zimbabwe_kampuchea_south_africa,1,47,0.02127659574468085
DZA,Algeria,24,24_mediation_challenges_peaceful_al nasser,1,47,0.02127659574468085
DZA,Algeria,37,37_romania_romanian_disarmament_relations,1,47,0.02127659574468085
DZA,Algeria,40,40_millennium_globalization_millennium summit_summit,1,47,0.02127659574468085
DZA,Algeria,44,44_boutros_process_human_rights,1,47,0.02127659574468085
DZA,Algeria,46,46_fortieth_south_africa_operation,1,47,0.02127659574468085
DZA,Algeria,64,64_kuwait_operation_south_organisation,1,47,0.02127659574468085
DZA,Algeria,71,71_operation_rights_latin_cyprus,1,47,0.02127659574468085
DZA,Algeria,81,81_operation_environment_south_namibia,1,47,0.02127659574468085
DZA,Algeria ,1,1_pandemic_covid_covid 19_19,1,1,1.0
DZA,People’s Democratic Republic of Algeria,8,8_independence_operation_africa_special,1,1,1.0
ECU,Ecuador,0,0_sustainable_climate_change_climate change,4,62,0.06451612903225806
ECU,Ecuador,4,4_caribbean_bahamas_tobago_trinidad tobago,1,62,0.016129032258064516
ECU,Ecuador,7,7_war_great_soviet_israel,4,62,0.06451612903225806
ECU,Ecuador,11,11_portugal_process_fiftieth_human,1,62,0.016129032258064516
ECU,Ecuador,18,18_guatemala_american_central_guatemalan,1,62,0.016129032258064516
ECU,Ecuador,28,28_thailand_cambodia_viet_thai,1,62,0.016129032258064516
ECU,Ecuador,32,32_honduras_salvador_el salvador_central,1,62,0.016129032258064516
ECU,Ecuador,40,40_millennium_globalization_millennium summit_summit,1,62,0.016129032258064516
ECU,Ecuador,48,48_colombia_drug_colombian_drugs,2,62,0.03225806451612903
ECU,Ecuador,52,52_korea_republic korea_korean_korean peninsula,1,62,0.016129032258064516
ECU,Ecuador,56,56_ecuador_human_latin_american,41,62,0.6612903225806451
ECU,Ecuador,59,59_chile_chilean_latin_american,1,62,0.016129032258064516
ECU,Ecuador,71,71_operation_rights_latin_cyprus,1,62,0.016129032258064516
ECU,Ecuador,72,72_paraguay_republic paraguay_paraguayan_republic,1,62,0.016129032258064516
ECU,Ecuador,89,89_korea_soviet_aggression_soviet union,1,62,0.016129032258064516
ECU,Ecuador ,56,56_ecuador_human_latin_american,1,1,1.0
ECU,Republic of Ecuador,0,0_sustainable_climate_change_climate change,1,2,0.5
ECU,Republic of Ecuador,56,56_ecuador_human_latin_american,1,2,0.5
EGY,Egypt,3,3_soviet_soviet union_union_war,2,31,0.06451612903225806
EGY,Egypt,4,4_caribbean_bahamas_tobago_trinidad tobago,1,31,0.03225806451612903
EGY,Egypt,6,6_terrorism_11 september_2001_terrorist,2,31,0.06451612903225806
EGY,Egypt,7,7_war_great_soviet_israel,3,31,0.0967741935483871
EGY,Egypt,8,8_independence_operation_africa_special,1,31,0.03225806451612903
EGY,Egypt,9,9_israel_palestinian_israeli_arab,2,31,0.06451612903225806
EGY,Egypt,10,10_ukraine_russia_moldova_ukrainian,1,31,0.03225806451612903
EGY,Egypt,11,11_portugal_process_fiftieth_human,1,31,0.03225806451612903
EGY,Egypt,12,12_viet_viet nam_nam_struggle,1,31,0.03225806451612903
EGY,Egypt,14,14_south_brunei_darussalam_africa,1,31,0.03225806451612903
EGY,Egypt,15,15_bangladesh_south_africa_operation,1,31,0.03225806451612903
EGY,Egypt,16,16_reform_malaysia_human_rights,1,31,0.03225806451612903
EGY,Egypt,19,19_indonesia_china_disarmament_israel,2,31,0.06451612903225806
EGY,Egypt,20,20_zimbabwe_kampuchea_south_africa,1,31,0.03225806451612903
EGY,Egypt,24,24_mediation_challenges_peaceful_al nasser,2,31,0.06451612903225806
EGY,Egypt,25,25_operation_south_africa_disarmament,1,31,0.03225806451612903
EGY,Egypt,26,26_israel_kampuchea_situation_south,1,31,0.03225806451612903
EGY,Egypt,31,31_century_east timor_timor_human,1,31,0.03225806451612903
EGY,Egypt,38,38_developing_south_africa_palestinian,1,31,0.03225806451612903
EGY,Egypt,40,40_millennium_globalization_millennium summit_summit,1,31,0.03225806451612903
EGY,Egypt,44,44_boutros_process_human_rights,1,31,0.03225806451612903
EGY,Egypt,64,64_kuwait_operation_south_organisation,1,31,0.03225806451612903
EGY,Egypt,89,89_korea_soviet_aggression_soviet union,2,31,0.06451612903225806
EGY,Egypt ,1,1_pandemic_covid_covid 19_19,1,1,1.0
EGY,United Arab Republic,3,3_soviet_soviet union_union_war,1,4,0.25
EGY,United Arab Republic,7,7_war_great_soviet_israel,1,4,0.25
EGY,United Arab Republic,17,17_malawi_zambia_africa_african,1,4,0.25
EGY,United Arab Republic,33,33_lebanon_lebanese_israel_arab,1,4,0.25
ERI,Eritrea,0,0_sustainable_climate_change_climate change,1,8,0.125
ERI,Eritrea,6,6_terrorism_11 september_2001_terrorist,1,8,0.125
ERI,Eritrea,11,11_portugal_process_fiftieth_human,1,8,0.125
ERI,Eritrea,16,16_reform_malaysia_human_rights,1,8,0.125
ERI,Eritrea,24,24_mediation_challenges_peaceful_al nasser,2,8,0.25
ERI,Eritrea,31,31_century_east timor_timor_human,1,8,0.125
ERI,Eritrea,40,40_millennium_globalization_millennium summit_summit,1,8,0.125
ERI,Eritrea ,1,1_pandemic_covid_covid 19_19,1,2,0.5
ERI,Eritrea ,2,2_africa_african_south_south africa,1,2,0.5
ESP,Kingdom of Spain,0,0_sustainable_climate_change_climate change,1,1,1.0
ESP,Spain,0,0_sustainable_climate_change_climate change,2,25,0.08
ESP,Spain,1,1_pandemic_covid_covid 19_19,1,25,0.04
ESP,Spain,6,6_terrorism_11 september_2001_terrorist,2,25,0.08
ESP,Spain,7,7_war_great_soviet_israel,1,25,0.04
ESP,Spain,8,8_independence_operation_africa_special,2,25,0.08
ESP,Spain,11,11_portugal_process_fiftieth_human,2,25,0.08
ESP,Spain,12,12_viet_viet nam_nam_struggle,1,25,0.04
ESP,Spain,14,14_south_brunei_darussalam_africa,1,25,0.04
ESP,Spain,15,15_bangladesh_south_africa_operation,1,25,0.04
ESP,Spain,17,17_malawi_zambia_africa_african,1,25,0.04
ESP,Spain,20,20_zimbabwe_kampuchea_south_africa,1,25,0.04
ESP,Spain,22,22_environment_organisation_democracy_rights,1,25,0.04
ESP,Spain,23,23_libya_libyan_tunisia_arab,1,25,0.04
ESP,Spain,24,24_mediation_challenges_peaceful_al nasser,1,25,0.04
ESP,Spain,25,25_operation_south_africa_disarmament,1,25,0.04
ESP,Spain,26,26_israel_kampuchea_situation_south,1,25,0.04
ESP,Spain,27,27_seychelles_africa_conference_operation,1,25,0.04
ESP,Spain,31,31_century_east timor_timor_human,1,25,0.04
ESP,Spain,38,38_developing_south_africa_palestinian,1,25,0.04
ESP,Spain,44,44_boutros_process_human_rights,1,25,0.04
ESP,Spain,46,46_fortieth_south_africa_operation,1,25,0.04
ESP,Spain ,1,1_pandemic_covid_covid 19_19,1,2,0.5
ESP,Spain ,10,10_ukraine_russia_moldova_ukrainian,1,2,0.5
EST,Estonia,0,0_sustainable_climate_change_climate change,4,14,0.2857142857142857
EST,Estonia,3,3_soviet_soviet union_union_war,2,14,0.14285714285714285
EST,Estonia,10,10_ukraine_russia_moldova_ukrainian,1,14,0.07142857142857142
EST,Estonia,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,1,14,0.07142857142857142
EST,Estonia,22,22_environment_organisation_democracy_rights,1,14,0.07142857142857142
EST,Estonia,30,30_finland_denmark_iceland_rights,1,14,0.07142857142857142
EST,Estonia,31,31_century_east timor_timor_human,1,14,0.07142857142857142
EST,Estonia,44,44_boutros_process_human_rights,1,14,0.07142857142857142
EST,Estonia,54,54_iraq_terrorism_baghdad_vieira mello,1,14,0.07142857142857142
EST,Estonia,86,86_syria_syrian_2015_terrorism,1,14,0.07142857142857142
EST,Estonia ,10,10_ukraine_russia_moldova_ukrainian,1,1,1.0
EST,Republic of Estonia,1,1_pandemic_covid_covid 19_19,1,1,1.0
ETH,Ethiopia,0,0_sustainable_climate_change_climate change,2,34,0.058823529411764705
ETH,Ethiopia,2,2_africa_african_south_south africa,6,34,0.17647058823529413
ETH,Ethiopia,6,6_terrorism_11 september_2001_terrorist,1,34,0.029411764705882353
ETH,Ethiopia,7,7_war_great_soviet_israel,2,34,0.058823529411764705
ETH,Ethiopia,8,8_independence_operation_africa_special,2,34,0.058823529411764705
ETH,Ethiopia,11,11_portugal_process_fiftieth_human,2,34,0.058823529411764705
ETH,Ethiopia,12,12_viet_viet nam_nam_struggle,1,34,0.029411764705882353
