year,topic,topic_label,count,total_speeches,share
1946,3,3_soviet_soviet union_union_war,2,31,0.06451612903225806
1946,7,7_war_great_soviet_israel,9,31,0.2903225806451613
1946,21,21_netherlands_european_rights_human,2,31,0.06451612903225806
1946,33,33_lebanon_lebanese_israel_arab,1,31,0.03225806451612903
1946,35,35_liberia_liberian_africa_african,1,31,0.03225806451612903
1946,36,36_haiti_haitian_republic haiti_republic,1,31,0.03225806451612903
1946,43,43_canada_canadian_canadians_human,1,31,0.03225806451612903
1946,47,47_brazil_brazilian_latin_america,1,31,0.03225806451612903
1946,48,48_colombia_drug_colombian_drugs,1,31,0.03225806451612903
1946,51,51_mexico_mexican_nuclear_latin,1,31,0.03225806451612903
1946,59,59_chile_chilean_latin_american,1,31,0.03225806451612903
1946,60,60_poland_polish_europe_war,1,31,0.03225806451612903
1946,62,62_zealand_pacific_nuclear_south pacific,1,31,0.03225806451612903
1946,65,65_uruguay_human_law_rights,1,31,0.03225806451612903
1946,70,70_peru_peruvian_latin_democracy,1,31,0.03225806451612903
1946,73,73_argentina_argentine_argentine republic_malvinas,1,31,0.03225806451612903
1946,75,75_bolivia_bolivian_latin_america,1,31,0.03225806451612903
1946,85,85_philippines_philippine_filipino_asia,1,31,0.03225806451612903
1946,88,88_india_korea_great_soviet,1,31,0.03225806451612903
1946,90,90_cuba_cuban_latin_revolutionary,1,31,0.03225806451612903
1946,94,94_australia_australian_pacific_nuclear,1,31,0.03225806451612903
1947,3,3_soviet_soviet union_union_war,2,28,0.07142857142857142
1947,7,7_war_great_soviet_israel,8,28,0.2857142857142857
1947,9,9_israel_palestinian_israeli_arab,2,28,0.07142857142857142
1947,21,21_netherlands_european_rights_human,1,28,0.03571428571428571
1947,28,28_thailand_cambodia_viet_thai,1,28,0.03571428571428571
1947,33,33_lebanon_lebanese_israel_arab,1,28,0.03571428571428571
1947,35,35_liberia_liberian_africa_african,1,28,0.03571428571428571
1947,43,43_canada_canadian_canadians_human,1,28,0.03571428571428571
1947,55,55_france_french_europe_war,1,28,0.03571428571428571
1947,56,56_ecuador_human_latin_american,1,28,0.03571428571428571
1947,59,59_chile_chilean_latin_american,1,28,0.03571428571428571
1947,60,60_poland_polish_europe_war,1,28,0.03571428571428571
1947,61,61_dominican_dominican republic_republic_american,1,28,0.03571428571428571
1947,70,70_peru_peruvian_latin_democracy,1,28,0.03571428571428571
1947,73,73_argentina_argentine_argentine republic_malvinas,1,28,0.03571428571428571
1947,76,76_iraq_iraqi_iranian_iran,1,28,0.03571428571428571
1947,85,85_philippines_philippine_filipino_asia,1,28,0.03571428571428571
1947,88,88_india_korea_great_soviet,1,28,0.03571428571428571
1947,90,90_cuba_cuban_latin_revolutionary,1,28,0.03571428571428571
1948,3,3_soviet_soviet union_union_war,4,26,0.15384615384615385
1948,7,7_war_great_soviet_israel,1,26,0.038461538461538464
1948,8,8_independence_operation_africa_special,1,26,0.038461538461538464
1948,21,21_netherlands_european_rights_human,1,26,0.038461538461538464
1948,33,33_lebanon_lebanese_israel_arab,1,26,0.038461538461538464
1948,47,47_brazil_brazilian_latin_america,1,26,0.038461538461538464
1948,48,48_colombia_drug_colombian_drugs,1,26,0.038461538461538464
1948,49,49_pakistan_india_kashmir_nuclear,1,26,0.038461538461538464
1948,55,55_france_french_europe_war,9,26,0.34615384615384615
1948,59,59_chile_chilean_latin_american,1,26,0.038461538461538464
1948,60,60_poland_polish_europe_war,1,26,0.038461538461538464
1948,63,63_venezuela_venezuelan_latin_america,1,26,0.038461538461538464
1948,65,65_uruguay_human_law_rights,1,26,0.038461538461538464
1948,67,67_myanmar_burma_nuclear_national,1,26,0.038461538461538464
1948,90,90_cuba_cuban_latin_revolutionary,1,26,0.038461538461538464
1949,3,3_soviet_soviet union_union_war,7,21,0.3333333333333333
1949,7,7_war_great_soviet_israel,2,21,0.09523809523809523
1949,9,9_israel_palestinian_israeli_arab,1,21,0.047619047619047616
1949,33,33_lebanon_lebanese_israel_arab,1,21,0.047619047619047616
1949,35,35_liberia_liberian_africa_african,1,21,0.047619047619047616
1949,43,43_canada_canadian_canadians_human,1,21,0.047619047619047616
1949,47,47_brazil_brazilian_latin_america,2,21,0.09523809523809523
1949,49,49_pakistan_india_kashmir_nuclear,1,21,0.047619047619047616
1949,60,60_poland_polish_europe_war,1,21,0.047619047619047616
1949,61,61_dominican_dominican republic_republic_american,1,21,0.047619047619047616
1949,62,62_zealand_pacific_nuclear_south pacific,1,21,0.047619047619047616
1949,90,90_cuba_cuban_latin_revolutionary,2,21,0.09523809523809523
1950,3,3_soviet_soviet union_union_war,3,34,0.08823529411764706
1950,7,7_war_great_soviet_israel,12,34,0.35294117647058826
1950,9,9_israel_palestinian_israeli_arab,1,34,0.029411764705882353
1950,18,18_guatemala_american_central_guatemalan,1,34,0.029411764705882353
1950,32,32_honduras_salvador_el salvador_central,1,34,0.029411764705882353
1950,33,33_lebanon_lebanese_israel_arab,1,34,0.029411764705882353
1950,48,48_colombia_drug_colombian_drugs,1,34,0.029411764705882353
1950,52,52_korea_republic korea_korean_korean peninsula,3,34,0.08823529411764706
1950,53,53_panama_canal_panamanian_panama canal,1,34,0.029411764705882353
1950,60,60_poland_polish_europe_war,1,34,0.029411764705882353
1950,65,65_uruguay_human_law_rights,1,34,0.029411764705882353
1950,75,75_bolivia_bolivian_latin_america,1,34,0.029411764705882353
1950,89,89_korea_soviet_aggression_soviet union,7,34,0.20588235294117646
1951,2,2_africa_african_south_south africa,1,41,0.024390243902439025
1951,3,3_soviet_soviet union_union_war,6,41,0.14634146341463414
1951,7,7_war_great_soviet_israel,6,41,0.14634146341463414
1951,9,9_israel_palestinian_israeli_arab,1,41,0.024390243902439025
1951,19,19_indonesia_china_disarmament_israel,1,41,0.024390243902439025
1951,32,32_honduras_salvador_el salvador_central,1,41,0.024390243902439025
1951,35,35_liberia_liberian_africa_african,1,41,0.024390243902439025
1951,36,36_haiti_haitian_republic haiti_republic,1,41,0.024390243902439025
1951,53,53_panama_canal_panamanian_panama canal,1,41,0.024390243902439025
1951,55,55_france_french_europe_war,12,41,0.2926829268292683
1951,58,58_italy_italian_europe_european,2,41,0.04878048780487805
1951,62,62_zealand_pacific_nuclear_south pacific,1,41,0.024390243902439025
1951,63,63_venezuela_venezuelan_latin_america,1,41,0.024390243902439025
1951,67,67_myanmar_burma_nuclear_national,1,41,0.024390243902439025
1951,89,89_korea_soviet_aggression_soviet union,3,41,0.07317073170731707
1951,90,90_cuba_cuban_latin_revolutionary,1,41,0.024390243902439025
1951,94,94_australia_australian_pacific_nuclear,1,41,0.024390243902439025
1952,3,3_soviet_soviet union_union_war,4,35,0.11428571428571428
1952,7,7_war_great_soviet_israel,8,35,0.22857142857142856
1952,9,9_israel_palestinian_israeli_arab,1,35,0.02857142857142857
1952,19,19_indonesia_china_disarmament_israel,1,35,0.02857142857142857
1952,35,35_liberia_liberian_africa_african,1,35,0.02857142857142857
1952,43,43_canada_canadian_canadians_human,2,35,0.05714285714285714
1952,45,45_malaysia_great_nuclear_powers,1,35,0.02857142857142857
1952,47,47_brazil_brazilian_latin_america,1,35,0.02857142857142857
1952,48,48_colombia_drug_colombian_drugs,1,35,0.02857142857142857
1952,53,53_panama_canal_panamanian_panama canal,1,35,0.02857142857142857
1952,59,59_chile_chilean_latin_american,1,35,0.02857142857142857
1952,61,61_dominican_dominican republic_republic_american,1,35,0.02857142857142857
1952,62,62_zealand_pacific_nuclear_south pacific,1,35,0.02857142857142857
1952,65,65_uruguay_human_law_rights,1,35,0.02857142857142857
1952,67,67_myanmar_burma_nuclear_national,1,35,0.02857142857142857
1952,70,70_peru_peruvian_latin_democracy,1,35,0.02857142857142857
1952,73,73_argentina_argentine_argentine republic_malvinas,1,35,0.02857142857142857
1952,74,74_costa_costa rica_rica_human,1,35,0.02857142857142857
1952,89,89_korea_soviet_aggression_soviet union,6,35,0.17142857142857143
1953,3,3_soviet_soviet union_union_war,4,39,0.10256410256410256
1953,7,7_war_great_soviet_israel,5,39,0.1282051282051282
1953,18,18_guatemala_american_central_guatemalan,1,39,0.02564102564102564
1953,19,19_indonesia_china_disarmament_israel,1,39,0.02564102564102564
1953,21,21_netherlands_european_rights_human,2,39,0.05128205128205128
1953,52,52_korea_republic korea_korean_korean peninsula,1,39,0.02564102564102564
1953,56,56_ecuador_human_latin_american,1,39,0.02564102564102564
1953,74,74_costa_costa rica_rica_human,1,39,0.02564102564102564
1953,85,85_philippines_philippine_filipino_asia,1,39,0.02564102564102564
1953,88,88_india_korea_great_soviet,12,39,0.3076923076923077
1953,89,89_korea_soviet_aggression_soviet union,10,39,0.2564102564102564
1954,3,3_soviet_soviet union_union_war,4,34,0.11764705882352941
1954,6,6_terrorism_11 september_2001_terrorist,1,34,0.029411764705882353
1954,7,7_war_great_soviet_israel,5,34,0.14705882352941177
1954,18,18_guatemala_american_central_guatemalan,1,34,0.029411764705882353
1954,21,21_netherlands_european_rights_human,2,34,0.058823529411764705
1954,28,28_thailand_cambodia_viet_thai,1,34,0.029411764705882353
1954,35,35_liberia_liberian_africa_african,1,34,0.029411764705882353
1954,53,53_panama_canal_panamanian_panama canal,1,34,0.029411764705882353
1954,56,56_ecuador_human_latin_american,1,34,0.029411764705882353
1954,74,74_costa_costa rica_rica_human,1,34,0.029411764705882353
1954,75,75_bolivia_bolivian_latin_america,1,34,0.029411764705882353
1954,88,88_india_korea_great_soviet,7,34,0.20588235294117646
1954,89,89_korea_soviet_aggression_soviet union,7,34,0.20588235294117646
1954,90,90_cuba_cuban_latin_revolutionary,1,34,0.029411764705882353
1955,3,3_soviet_soviet union_union_war,12,33,0.36363636363636365
1955,7,7_war_great_soviet_israel,3,33,0.09090909090909091
1955,19,19_indonesia_china_disarmament_israel,1,33,0.030303030303030304
1955,28,28_thailand_cambodia_viet_thai,1,33,0.030303030303030304
1955,34,34_yemen_arab_yemeni_yemen arab,1,33,0.030303030303030304
1955,43,43_canada_canadian_canadians_human,1,33,0.030303030303030304
1955,45,45_malaysia_great_nuclear_powers,1,33,0.030303030303030304
1955,53,53_panama_canal_panamanian_panama canal,1,33,0.030303030303030304
1955,59,59_chile_chilean_latin_american,5,33,0.15151515151515152
1955,60,60_poland_polish_europe_war,1,33,0.030303030303030304
1955,61,61_dominican_dominican republic_republic_american,1,33,0.030303030303030304
1955,65,65_uruguay_human_law_rights,1,33,0.030303030303030304
1955,73,73_argentina_argentine_argentine republic_malvinas,1,33,0.030303030303030304
1955,74,74_costa_costa rica_rica_human,1,33,0.030303030303030304
1955,76,76_iraq_iraqi_iranian_iran,1,33,0.030303030303030304
1955,94,94_australia_australian_pacific_nuclear,1,33,0.030303030303030304
1956,2,2_africa_african_south_south africa,1,42,0.023809523809523808
1956,3,3_soviet_soviet union_union_war,4,42,0.09523809523809523
1956,7,7_war_great_soviet_israel,2,42,0.047619047619047616
1956,9,9_israel_palestinian_israeli_arab,3,42,0.07142857142857142
1956,11,11_portugal_process_fiftieth_human,1,42,0.023809523809523808
1956,19,19_indonesia_china_disarmament_israel,2,42,0.047619047619047616
1956,21,21_netherlands_european_rights_human,1,42,0.023809523809523808
1956,23,23_libya_libyan_tunisia_arab,3,42,0.07142857142857142
1956,28,28_thailand_cambodia_viet_thai,5,42,0.11904761904761904
1956,34,34_yemen_arab_yemeni_yemen arab,1,42,0.023809523809523808
1956,37,37_romania_romanian_disarmament_relations,1,42,0.023809523809523808
1956,41,41_albania_albanian_republic albania_imperialist,1,42,0.023809523809523808
1956,42,42_nepal_bhutan_majesty_developed,1,42,0.023809523809523808
1956,45,45_malaysia_great_nuclear_powers,1,42,0.023809523809523808
1956,50,50_sudan_south sudan_south_sudanese,1,42,0.023809523809523808
1956,53,53_panama_canal_panamanian_panama canal,1,42,0.023809523809523808
1956,58,58_italy_italian_europe_european,1,42,0.023809523809523808
1956,61,61_dominican_dominican republic_republic_american,1,42,0.023809523809523808
1956,62,62_zealand_pacific_nuclear_south pacific,1,42,0.023809523809523808
1956,65,65_uruguay_human_law_rights,1,42,0.023809523809523808
1956,69,69_hungary_hungarian_hungarian republic_republic,1,42,0.023809523809523808
1956,73,73_argentina_argentine_argentine republic_malvinas,1,42,0.023809523809523808
1956,74,74_costa_costa rica_rica_human,1,42,0.023809523809523808
1956,75,75_bolivia_bolivian_latin_america,1,42,0.023809523809523808
1956,84,84_japan_nuclear_japanese_assistance,3,42,0.07142857142857142
1956,90,90_cuba_cuban_latin_revolutionary,1,42,0.023809523809523808
1956,93,93_bulgaria_bulgarian_european_europe,1,42,0.023809523809523808
1957,3,3_soviet_soviet union_union_war,5,49,0.10204081632653061
1957,7,7_war_great_soviet_israel,2,49,0.04081632653061224
1957,9,9_israel_palestinian_israeli_arab,1,49,0.02040816326530612
1957,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,1,49,0.02040816326530612
1957,15,15_bangladesh_south_africa_operation,1,49,0.02040816326530612
1957,18,18_guatemala_american_central_guatemalan,1,49,0.02040816326530612
1957,19,19_indonesia_china_disarmament_israel,22,49,0.4489795918367347
1957,23,23_libya_libyan_tunisia_arab,1,49,0.02040816326530612
1957,33,33_lebanon_lebanese_israel_arab,1,49,0.02040816326530612
1957,43,43_canada_canadian_canadians_human,1,49,0.02040816326530612
1957,48,48_colombia_drug_colombian_drugs,1,49,0.02040816326530612
1957,56,56_ecuador_human_latin_american,1,49,0.02040816326530612
1957,60,60_poland_polish_europe_war,1,49,0.02040816326530612
1957,61,61_dominican_dominican republic_republic_american,1,49,0.02040816326530612
1957,62,62_zealand_pacific_nuclear_south pacific,2,49,0.04081632653061224
1957,63,63_venezuela_venezuelan_latin_america,1,49,0.02040816326530612
1957,69,69_hungary_hungarian_hungarian republic_republic,3,49,0.061224489795918366
1957,71,71_operation_rights_latin_cyprus,1,49,0.02040816326530612
1957,73,73_argentina_argentine_argentine republic_malvinas,1,49,0.02040816326530612
1957,90,90_cuba_cuban_latin_revolutionary,1,49,0.02040816326530612
1958,2,2_africa_african_south_south africa,2,48,0.041666666666666664
1958,3,3_soviet_soviet union_union_war,9,48,0.1875
1958,7,7_war_great_soviet_israel,5,48,0.10416666666666667
1958,9,9_israel_palestinian_israeli_arab,1,48,0.020833333333333332
1958,10,10_ukraine_russia_moldova_ukrainian,1,48,0.020833333333333332
1958,11,11_portugal_process_fiftieth_human,1,48,0.020833333333333332
1958,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,1,48,0.020833333333333332
1958,18,18_guatemala_american_central_guatemalan,1,48,0.020833333333333332
1958,19,19_indonesia_china_disarmament_israel,1,48,0.020833333333333332
1958,21,21_netherlands_european_rights_human,1,48,0.020833333333333332
1958,23,23_libya_libyan_tunisia_arab,3,48,0.0625
1958,28,28_thailand_cambodia_viet_thai,1,48,0.020833333333333332
1958,33,33_lebanon_lebanese_israel_arab,2,48,0.041666666666666664
1958,35,35_liberia_liberian_africa_african,1,48,0.020833333333333332
1958,42,42_nepal_bhutan_majesty_developed,2,48,0.041666666666666664
1958,43,43_canada_canadian_canadians_human,1,48,0.020833333333333332
1958,47,47_brazil_brazilian_latin_america,1,48,0.020833333333333332
1958,48,48_colombia_drug_colombian_drugs,1,48,0.020833333333333332
1958,49,49_pakistan_india_kashmir_nuclear,1,48,0.020833333333333332
1958,51,51_mexico_mexican_nuclear_latin,1,48,0.020833333333333332
1958,53,53_panama_canal_panamanian_panama canal,1,48,0.020833333333333332
1958,56,56_ecuador_human_latin_american,1,48,0.020833333333333332
1958,59,59_chile_chilean_latin_american,1,48,0.020833333333333332
1958,60,60_poland_polish_europe_war,1,48,0.020833333333333332
1958,61,61_dominican_dominican republic_republic_american,1,48,0.020833333333333332
1958,62,62_zealand_pacific_nuclear_south pacific,1,48,0.020833333333333332
1958,63,63_venezuela_venezuelan_latin_america,1,48,0.020833333333333332
1958,70,70_peru_peruvian_latin_democracy,1,48,0.020833333333333332
1958,73,73_argentina_argentine_argentine republic_malvinas,1,48,0.020833333333333332
1958,74,74_costa_costa rica_rica_human,1,48,0.020833333333333332
1958,90,90_cuba_cuban_latin_revolutionary,1,48,0.020833333333333332
1959,3,3_soviet_soviet union_union_war,14,53,0.2641509433962264
1959,7,7_war_great_soviet_israel,2,53,0.03773584905660377
1959,9,9_israel_palestinian_israeli_arab,1,53,0.018867924528301886
1959,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,1,53,0.018867924528301886
1959,17,17_malawi_zambia_africa_african,1,53,0.018867924528301886
1959,18,18_guatemala_american_central_guatemalan,1,53,0.018867924528301886
1959,21,21_netherlands_european_rights_human,2,53,0.03773584905660377
1959,28,28_thailand_cambodia_viet_thai,2,53,0.03773584905660377
1959,30,30_finland_denmark_iceland_rights,2,53,0.03773584905660377
1959,33,33_lebanon_lebanese_israel_arab,2,53,0.03773584905660377
1959,36,36_haiti_haitian_republic haiti_republic,1,53,0.018867924528301886
1959,43,43_canada_canadian_canadians_human,1,53,0.018867924528301886
1959,47,47_brazil_brazilian_latin_america,1,53,0.018867924528301886
1959,48,48_colombia_drug_colombian_drugs,1,53,0.018867924528301886
1959,53,53_panama_canal_panamanian_panama canal,1,53,0.018867924528301886
1959,55,55_france_french_europe_war,1,53,0.018867924528301886
1959,56,56_ecuador_human_latin_american,1,53,0.018867924528301886
1959,58,58_italy_italian_europe_european,1,53,0.018867924528301886
1959,59,59_chile_chilean_latin_american,1,53,0.018867924528301886
1959,63,63_venezuela_venezuelan_latin_america,1,53,0.018867924528301886
1959,68,68_sri_lanka_sri lanka_bantu,5,53,0.09433962264150944
1959,70,70_peru_peruvian_latin_democracy,1,53,0.018867924528301886
1959,71,71_operation_rights_latin_cyprus,5,53,0.09433962264150944
1959,72,72_paraguay_republic paraguay_paraguayan_republic,1,53,0.018867924528301886
1959,74,74_costa_costa rica_rica_human,1,53,0.018867924528301886
1959,76,76_iraq_iraqi_iranian_iran,1,53,0.018867924528301886
1959,90,90_cuba_cuban_latin_revolutionary,1,53,0.018867924528301886
1960,0,0_sustainable_climate_change_climate change,1,54,0.018518518518518517
1960,2,2_africa_african_south_south africa,7,54,0.12962962962962962
1960,3,3_soviet_soviet union_union_war,4,54,0.07407407407407407
1960,7,7_war_great_soviet_israel,6,54,0.1111111111111111
1960,8,8_independence_operation_africa_special,1,54,0.018518518518518517
1960,10,10_ukraine_russia_moldova_ukrainian,1,54,0.018518518518518517
1960,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,1,54,0.018518518518518517
1960,21,21_netherlands_european_rights_human,2,54,0.037037037037037035
1960,23,23_libya_libyan_tunisia_arab,1,54,0.018518518518518517
1960,28,28_thailand_cambodia_viet_thai,1,54,0.018518518518518517
1960,32,32_honduras_salvador_el salvador_central,1,54,0.018518518518518517
1960,33,33_lebanon_lebanese_israel_arab,1,54,0.018518518518518517
1960,34,34_yemen_arab_yemeni_yemen arab,1,54,0.018518518518518517
1960,35,35_liberia_liberian_africa_african,1,54,0.018518518518518517
1960,37,37_romania_romanian_disarmament_relations,1,54,0.018518518518518517
1960,41,41_albania_albanian_republic albania_imperialist,1,54,0.018518518518518517
1960,42,42_nepal_bhutan_majesty_developed,1,54,0.018518518518518517
1960,43,43_canada_canadian_canadians_human,1,54,0.018518518518518517
1960,45,45_malaysia_great_nuclear_powers,3,54,0.05555555555555555
1960,47,47_brazil_brazilian_latin_america,1,54,0.018518518518518517
1960,50,50_sudan_south sudan_south_sudanese,1,54,0.018518518518518517
1960,53,53_panama_canal_panamanian_panama canal,1,54,0.018518518518518517
1960,58,58_italy_italian_europe_european,1,54,0.018518518518518517
1960,59,59_chile_chilean_latin_american,1,54,0.018518518518518517
1960,60,60_poland_polish_europe_war,1,54,0.018518518518518517
1960,62,62_zealand_pacific_nuclear_south pacific,1,54,0.018518518518518517
1960,63,63_venezuela_venezuelan_latin_america,1,54,0.018518518518518517
1960,65,65_uruguay_human_law_rights,1,54,0.018518518518518517
1960,67,67_myanmar_burma_nuclear_national,1,54,0.018518518518518517
1960,68,68_sri_lanka_sri lanka_bantu,1,54,0.018518518518518517
1960,69,69_hungary_hungarian_hungarian republic_republic,1,54,0.018518518518518517
1960,75,75_bolivia_bolivian_latin_america,1,54,0.018518518518518517
1960,84,84_japan_nuclear_japanese_assistance,1,54,0.018518518518518517
1960,85,85_philippines_philippine_filipino_asia,1,54,0.018518518518518517
1960,90,90_cuba_cuban_latin_revolutionary,1,54,0.018518518518518517
1960,93,93_bulgaria_bulgarian_european_europe,1,54,0.018518518518518517
1960,94,94_australia_australian_pacific_nuclear,1,54,0.018518518518518517
1961,0,0_sustainable_climate_change_climate change,1,46,0.021739130434782608
1961,2,2_africa_african_south_south africa,2,46,0.043478260869565216
1961,3,3_soviet_soviet union_union_war,4,46,0.08695652173913043
1961,7,7_war_great_soviet_israel,2,46,0.043478260869565216
1961,10,10_ukraine_russia_moldova_ukrainian,1,46,0.021739130434782608
1961,18,18_guatemala_american_central_guatemalan,1,46,0.021739130434782608
1961,19,19_indonesia_china_disarmament_israel,1,46,0.021739130434782608
1961,23,23_libya_libyan_tunisia_arab,9,46,0.1956521739130435
1961,28,28_thailand_cambodia_viet_thai,1,46,0.021739130434782608
1961,30,30_finland_denmark_iceland_rights,1,46,0.021739130434782608
1961,33,33_lebanon_lebanese_israel_arab,1,46,0.021739130434782608
1961,35,35_liberia_liberian_africa_african,1,46,0.021739130434782608
1961,36,36_haiti_haitian_republic haiti_republic,1,46,0.021739130434782608
1961,37,37_romania_romanian_disarmament_relations,1,46,0.021739130434782608
1961,41,41_albania_albanian_republic albania_imperialist,1,46,0.021739130434782608
1961,42,42_nepal_bhutan_majesty_developed,1,46,0.021739130434782608
1961,45,45_malaysia_great_nuclear_powers,4,46,0.08695652173913043
1961,48,48_colombia_drug_colombian_drugs,1,46,0.021739130434782608
1961,49,49_pakistan_india_kashmir_nuclear,1,46,0.021739130434782608
1961,56,56_ecuador_human_latin_american,1,46,0.021739130434782608
1961,57,57_gabon_africa_gabonese_african,1,46,0.021739130434782608
1961,59,59_chile_chilean_latin_american,1,46,0.021739130434782608
1961,62,62_zealand_pacific_nuclear_south pacific,1,46,0.021739130434782608
1961,65,65_uruguay_human_law_rights,1,46,0.021739130434782608
1961,70,70_peru_peruvian_latin_democracy,1,46,0.021739130434782608
1961,73,73_argentina_argentine_argentine republic_malvinas,1,46,0.021739130434782608
1961,74,74_costa_costa rica_rica_human,1,46,0.021739130434782608
1961,75,75_bolivia_bolivian_latin_america,1,46,0.021739130434782608
1961,84,84_japan_nuclear_japanese_assistance,1,46,0.021739130434782608
1961,90,90_cuba_cuban_latin_revolutionary,1,46,0.021739130434782608
1962,2,2_africa_african_south_south africa,1,51,0.0196078431372549
1962,3,3_soviet_soviet union_union_war,7,51,0.13725490196078433
1962,4,4_caribbean_bahamas_tobago_trinidad tobago,1,51,0.0196078431372549
1962,8,8_independence_operation_africa_special,5,51,0.09803921568627451
1962,10,10_ukraine_russia_moldova_ukrainian,1,51,0.0196078431372549
1962,12,12_viet_viet nam_nam_struggle,1,51,0.0196078431372549
1962,17,17_malawi_zambia_africa_african,6,51,0.11764705882352941
1962,18,18_guatemala_american_central_guatemalan,1,51,0.0196078431372549
1962,19,19_indonesia_china_disarmament_israel,1,51,0.0196078431372549
1962,21,21_netherlands_european_rights_human,1,51,0.0196078431372549
1962,23,23_libya_libyan_tunisia_arab,1,51,0.0196078431372549
1962,28,28_thailand_cambodia_viet_thai,1,51,0.0196078431372549
1962,32,32_honduras_salvador_el salvador_central,1,51,0.0196078431372549
1962,33,33_lebanon_lebanese_israel_arab,1,51,0.0196078431372549
1962,34,34_yemen_arab_yemeni_yemen arab,2,51,0.0392156862745098
1962,36,36_haiti_haitian_republic haiti_republic,1,51,0.0196078431372549
1962,37,37_romania_romanian_disarmament_relations,1,51,0.0196078431372549
1962,41,41_albania_albanian_republic albania_imperialist,1,51,0.0196078431372549
1962,42,42_nepal_bhutan_majesty_developed,1,51,0.0196078431372549
1962,43,43_canada_canadian_canadians_human,1,51,0.0196078431372549
1962,45,45_malaysia_great_nuclear_powers,1,51,0.0196078431372549
1962,47,47_brazil_brazilian_latin_america,1,51,0.0196078431372549
1962,48,48_colombia_drug_colombian_drugs,1,51,0.0196078431372549
1962,49,49_pakistan_india_kashmir_nuclear,3,51,0.058823529411764705
1962,53,53_panama_canal_panamanian_panama canal,1,51,0.0196078431372549
1962,58,58_italy_italian_europe_european,1,51,0.0196078431372549
1962,59,59_chile_chilean_latin_american,1,51,0.0196078431372549
1962,61,61_dominican_dominican republic_republic_american,1,51,0.0196078431372549
1962,62,62_zealand_pacific_nuclear_south pacific,1,51,0.0196078431372549
1962,63,63_venezuela_venezuelan_latin_america,1,51,0.0196078431372549
1962,75,75_bolivia_bolivian_latin_america,1,51,0.0196078431372549
1962,85,85_philippines_philippine_filipino_asia,1,51,0.0196078431372549
1962,94,94_australia_australian_pacific_nuclear,1,51,0.0196078431372549
1963,2,2_africa_african_south_south africa,7,67,0.1044776119402985
1963,3,3_soviet_soviet union_union_war,24,67,0.3582089552238806
1963,4,4_caribbean_bahamas_tobago_trinidad tobago,1,67,0.014925373134328358
1963,7,7_war_great_soviet_israel,2,67,0.029850746268656716
1963,8,8_independence_operation_africa_special,1,67,0.014925373134328358
1963,14,14_south_brunei_darussalam_africa,1,67,0.014925373134328358
1963,18,18_guatemala_american_central_guatemalan,1,67,0.014925373134328358
1963,23,23_libya_libyan_tunisia_arab,1,67,0.014925373134328358
1963,28,28_thailand_cambodia_viet_thai,1,67,0.014925373134328358
1963,32,32_honduras_salvador_el salvador_central,1,67,0.014925373134328358
1963,34,34_yemen_arab_yemeni_yemen arab,1,67,0.014925373134328358
1963,35,35_liberia_liberian_africa_african,1,67,0.014925373134328358
1963,37,37_romania_romanian_disarmament_relations,1,67,0.014925373134328358
1963,41,41_albania_albanian_republic albania_imperialist,1,67,0.014925373134328358
1963,43,43_canada_canadian_canadians_human,2,67,0.029850746268656716
1963,45,45_malaysia_great_nuclear_powers,1,67,0.014925373134328358
1963,48,48_colombia_drug_colombian_drugs,1,67,0.014925373134328358
1963,58,58_italy_italian_europe_european,1,67,0.014925373134328358
1963,60,60_poland_polish_europe_war,1,67,0.014925373134328358
1963,61,61_dominican_dominican republic_republic_american,1,67,0.014925373134328358
1963,62,62_zealand_pacific_nuclear_south pacific,1,67,0.014925373134328358
1963,63,63_venezuela_venezuelan_latin_america,6,67,0.08955223880597014
1963,65,65_uruguay_human_law_rights,1,67,0.014925373134328358
1963,66,66_burundi_republic burundi_national_republic,1,67,0.014925373134328358
1963,67,67_myanmar_burma_nuclear_national,1,67,0.014925373134328358
1963,71,71_operation_rights_latin_cyprus,1,67,0.014925373134328358
1963,72,72_paraguay_republic paraguay_paraguayan_republic,1,67,0.014925373134328358
1963,73,73_argentina_argentine_argentine republic_malvinas,1,67,0.014925373134328358
1963,79,79_kuwait_iraq_arab_israel,1,67,0.014925373134328358
1963,85,85_philippines_philippine_filipino_asia,1,67,0.014925373134328358
1963,90,90_cuba_cuban_latin_revolutionary,1,67,0.014925373134328358
1964,2,2_africa_african_south_south africa,9,70,0.12857142857142856
1964,3,3_soviet_soviet union_union_war,2,70,0.02857142857142857
1964,4,4_caribbean_bahamas_tobago_trinidad tobago,2,70,0.02857142857142857
1964,7,7_war_great_soviet_israel,4,70,0.05714285714285714
1964,8,8_independence_operation_africa_special,1,70,0.014285714285714285
1964,10,10_ukraine_russia_moldova_ukrainian,1,70,0.014285714285714285
1964,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,1,70,0.014285714285714285
1964,17,17_malawi_zambia_africa_african,34,70,0.4857142857142857
1964,18,18_guatemala_american_central_guatemalan,1,70,0.014285714285714285
1964,28,28_thailand_cambodia_viet_thai,1,70,0.014285714285714285
