year,topic,topic_label,count,total_speeches,share
1995,87,87_belize_caribbean_guatemala_belizean,1,127,0.007874015748031496
1995,93,93_bulgaria_bulgarian_european_europe,1,127,0.007874015748031496
1995,95,95_slovakia_czech_czech republic_slovak,1,127,0.007874015748031496
1995,96,96_tanzania_africa_south_south africa,1,127,0.007874015748031496
1996,0,0_sustainable_climate_change_climate change,4,122,0.03278688524590164
1996,2,2_africa_african_south_south africa,2,122,0.01639344262295082
1996,3,3_soviet_soviet union_union_war,9,122,0.07377049180327869
1996,4,4_caribbean_bahamas_tobago_trinidad tobago,5,122,0.040983606557377046
1996,5,5_islands_pacific_solomon_solomon islands,3,122,0.02459016393442623
1996,8,8_independence_operation_africa_special,1,122,0.00819672131147541
1996,9,9_israel_palestinian_israeli_arab,3,122,0.02459016393442623
1996,10,10_ukraine_russia_moldova_ukrainian,4,122,0.03278688524590164
1996,11,11_portugal_process_fiftieth_human,32,122,0.26229508196721313
1996,12,12_viet_viet nam_nam_struggle,1,122,0.00819672131147541
1996,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,3,122,0.02459016393442623
1996,14,14_south_brunei_darussalam_africa,1,122,0.00819672131147541
1996,16,16_reform_malaysia_human_rights,12,122,0.09836065573770492
1996,18,18_guatemala_american_central_guatemalan,1,122,0.00819672131147541
1996,21,21_netherlands_european_rights_human,2,122,0.01639344262295082
1996,28,28_thailand_cambodia_viet_thai,1,122,0.00819672131147541
1996,29,29_bosnia_bosnia herzegovina_herzegovina_serbia,1,122,0.00819672131147541
1996,32,32_honduras_salvador_el salvador_central,1,122,0.00819672131147541
1996,35,35_liberia_liberian_africa_african,1,122,0.00819672131147541
1996,36,36_haiti_haitian_republic haiti_republic,1,122,0.00819672131147541
1996,41,41_albania_albanian_republic albania_imperialist,1,122,0.00819672131147541
1996,42,42_nepal_bhutan_majesty_developed,1,122,0.00819672131147541
1996,43,43_canada_canadian_canadians_human,1,122,0.00819672131147541
1996,47,47_brazil_brazilian_latin_america,1,122,0.00819672131147541
1996,48,48_colombia_drug_colombian_drugs,1,122,0.00819672131147541
1996,49,49_pakistan_india_kashmir_nuclear,1,122,0.00819672131147541
1996,50,50_sudan_south sudan_south_sudanese,1,122,0.00819672131147541
1996,52,52_korea_republic korea_korean_korean peninsula,1,122,0.00819672131147541
1996,53,53_panama_canal_panamanian_panama canal,1,122,0.00819672131147541
1996,56,56_ecuador_human_latin_american,1,122,0.00819672131147541
1996,57,57_gabon_africa_gabonese_african,1,122,0.00819672131147541
1996,58,58_italy_italian_europe_european,1,122,0.00819672131147541
1996,61,61_dominican_dominican republic_republic_american,1,122,0.00819672131147541
1996,62,62_zealand_pacific_nuclear_south pacific,1,122,0.00819672131147541
1996,66,66_burundi_republic burundi_national_republic,1,122,0.00819672131147541
1996,68,68_sri_lanka_sri lanka_bantu,1,122,0.00819672131147541
1996,69,69_hungary_hungarian_hungarian republic_republic,1,122,0.00819672131147541
1996,70,70_peru_peruvian_latin_democracy,1,122,0.00819672131147541
1996,72,72_paraguay_republic paraguay_paraguayan_republic,1,122,0.00819672131147541
1996,74,74_costa_costa rica_rica_human,1,122,0.00819672131147541
1996,75,75_bolivia_bolivian_latin_america,1,122,0.00819672131147541
1996,76,76_iraq_iraqi_iranian_iran,1,122,0.00819672131147541
1996,79,79_kuwait_iraq_arab_israel,1,122,0.00819672131147541
1996,80,80_papua guinea_papua_guinea_pacific,1,122,0.00819672131147541
1996,82,82_suriname_republic suriname_caribbean_developing,1,122,0.00819672131147541
1996,83,83_azerbaijan_armenia_karabakh_azerbaijani,2,122,0.01639344262295082
1996,84,84_japan_nuclear_japanese_assistance,1,122,0.00819672131147541
1996,85,85_philippines_philippine_filipino_asia,1,122,0.00819672131147541
1996,88,88_india_korea_great_soviet,1,122,0.00819672131147541
1996,91,91_nicaragua_nicaraguan_central_america,1,122,0.00819672131147541
1996,92,92_san marino_marino_san_children,1,122,0.00819672131147541
1996,93,93_bulgaria_bulgarian_european_europe,1,122,0.00819672131147541
1996,95,95_slovakia_czech_czech republic_slovak,1,122,0.00819672131147541
1997,0,0_sustainable_climate_change_climate change,4,114,0.03508771929824561
1997,2,2_africa_african_south_south africa,3,114,0.02631578947368421
1997,3,3_soviet_soviet union_union_war,1,114,0.008771929824561403
1997,4,4_caribbean_bahamas_tobago_trinidad tobago,2,114,0.017543859649122806
1997,5,5_islands_pacific_solomon_solomon islands,2,114,0.017543859649122806
1997,9,9_israel_palestinian_israeli_arab,4,114,0.03508771929824561
1997,10,10_ukraine_russia_moldova_ukrainian,9,114,0.07894736842105263
1997,12,12_viet_viet nam_nam_struggle,1,114,0.008771929824561403
1997,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,5,114,0.043859649122807015
1997,14,14_south_brunei_darussalam_africa,1,114,0.008771929824561403
1997,16,16_reform_malaysia_human_rights,36,114,0.3157894736842105
1997,17,17_malawi_zambia_africa_african,1,114,0.008771929824561403
1997,18,18_guatemala_american_central_guatemalan,1,114,0.008771929824561403
1997,19,19_indonesia_china_disarmament_israel,1,114,0.008771929824561403
1997,27,27_seychelles_africa_conference_operation,1,114,0.008771929824561403
1997,29,29_bosnia_bosnia herzegovina_herzegovina_serbia,1,114,0.008771929824561403
1997,30,30_finland_denmark_iceland_rights,2,114,0.017543859649122806
1997,32,32_honduras_salvador_el salvador_central,1,114,0.008771929824561403
1997,35,35_liberia_liberian_africa_african,1,114,0.008771929824561403
1997,36,36_haiti_haitian_republic haiti_republic,1,114,0.008771929824561403
1997,37,37_romania_romanian_disarmament_relations,1,114,0.008771929824561403
1997,39,39_barbados_caribbean_antigua_barbuda,2,114,0.017543859649122806
1997,41,41_albania_albanian_republic albania_imperialist,1,114,0.008771929824561403
1997,42,42_nepal_bhutan_majesty_developed,1,114,0.008771929824561403
1997,48,48_colombia_drug_colombian_drugs,1,114,0.008771929824561403
1997,49,49_pakistan_india_kashmir_nuclear,1,114,0.008771929824561403
1997,50,50_sudan_south sudan_south_sudanese,1,114,0.008771929824561403
1997,52,52_korea_republic korea_korean_korean peninsula,1,114,0.008771929824561403
1997,53,53_panama_canal_panamanian_panama canal,1,114,0.008771929824561403
1997,55,55_france_french_europe_war,1,114,0.008771929824561403
1997,56,56_ecuador_human_latin_american,1,114,0.008771929824561403
1997,57,57_gabon_africa_gabonese_african,1,114,0.008771929824561403
1997,59,59_chile_chilean_latin_american,1,114,0.008771929824561403
1997,61,61_dominican_dominican republic_republic_american,1,114,0.008771929824561403
1997,62,62_zealand_pacific_nuclear_south pacific,1,114,0.008771929824561403
1997,63,63_venezuela_venezuelan_latin_america,1,114,0.008771929824561403
1997,66,66_burundi_republic burundi_national_republic,1,114,0.008771929824561403
1997,70,70_peru_peruvian_latin_democracy,1,114,0.008771929824561403
1997,72,72_paraguay_republic paraguay_paraguayan_republic,1,114,0.008771929824561403
1997,74,74_costa_costa rica_rica_human,1,114,0.008771929824561403
1997,75,75_bolivia_bolivian_latin_america,1,114,0.008771929824561403
1997,76,76_iraq_iraqi_iranian_iran,1,114,0.008771929824561403
1997,77,77_vanuatu_palau_pacific_climate,1,114,0.008771929824561403
1997,78,78_malta_mediterranean_european_libya,1,114,0.008771929824561403
1997,79,79_kuwait_iraq_arab_israel,1,114,0.008771929824561403
1997,80,80_papua guinea_papua_guinea_pacific,1,114,0.008771929824561403
1997,82,82_suriname_republic suriname_caribbean_developing,1,114,0.008771929824561403
1997,83,83_azerbaijan_armenia_karabakh_azerbaijani,2,114,0.017543859649122806
1997,85,85_philippines_philippine_filipino_asia,1,114,0.008771929824561403
1997,87,87_belize_caribbean_guatemala_belizean,1,114,0.008771929824561403
1997,90,90_cuba_cuban_latin_revolutionary,1,114,0.008771929824561403
1997,91,91_nicaragua_nicaraguan_central_america,1,114,0.008771929824561403
1997,92,92_san marino_marino_san_children,1,114,0.008771929824561403
1997,93,93_bulgaria_bulgarian_european_europe,1,114,0.008771929824561403
1998,0,0_sustainable_climate_change_climate change,6,108,0.05555555555555555
1998,2,2_africa_african_south_south africa,5,108,0.046296296296296294
1998,3,3_soviet_soviet union_union_war,4,108,0.037037037037037035
1998,4,4_caribbean_bahamas_tobago_trinidad tobago,5,108,0.046296296296296294
1998,5,5_islands_pacific_solomon_solomon islands,1,108,0.009259259259259259
1998,8,8_independence_operation_africa_special,2,108,0.018518518518518517
1998,9,9_israel_palestinian_israeli_arab,2,108,0.018518518518518517
1998,10,10_ukraine_russia_moldova_ukrainian,7,108,0.06481481481481481
1998,12,12_viet_viet nam_nam_struggle,1,108,0.009259259259259259
1998,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,4,108,0.037037037037037035
1998,15,15_bangladesh_south_africa_operation,1,108,0.009259259259259259
1998,16,16_reform_malaysia_human_rights,11,108,0.10185185185185185
1998,18,18_guatemala_american_central_guatemalan,1,108,0.009259259259259259
1998,21,21_netherlands_european_rights_human,2,108,0.018518518518518517
1998,28,28_thailand_cambodia_viet_thai,1,108,0.009259259259259259
1998,29,29_bosnia_bosnia herzegovina_herzegovina_serbia,3,108,0.027777777777777776
1998,30,30_finland_denmark_iceland_rights,1,108,0.009259259259259259
1998,31,31_century_east timor_timor_human,1,108,0.009259259259259259
1998,32,32_honduras_salvador_el salvador_central,2,108,0.018518518518518517
1998,33,33_lebanon_lebanese_israel_arab,1,108,0.009259259259259259
1998,34,34_yemen_arab_yemeni_yemen arab,1,108,0.009259259259259259
1998,35,35_liberia_liberian_africa_african,1,108,0.009259259259259259
1998,36,36_haiti_haitian_republic haiti_republic,1,108,0.009259259259259259
1998,37,37_romania_romanian_disarmament_relations,1,108,0.009259259259259259
1998,39,39_barbados_caribbean_antigua_barbuda,2,108,0.018518518518518517
1998,41,41_albania_albanian_republic albania_imperialist,1,108,0.009259259259259259
1998,42,42_nepal_bhutan_majesty_developed,2,108,0.018518518518518517
1998,43,43_canada_canadian_canadians_human,1,108,0.009259259259259259
1998,47,47_brazil_brazilian_latin_america,1,108,0.009259259259259259
1998,48,48_colombia_drug_colombian_drugs,1,108,0.009259259259259259
1998,49,49_pakistan_india_kashmir_nuclear,1,108,0.009259259259259259
1998,50,50_sudan_south sudan_south_sudanese,1,108,0.009259259259259259
1998,52,52_korea_republic korea_korean_korean peninsula,2,108,0.018518518518518517
1998,54,54_iraq_terrorism_baghdad_vieira mello,1,108,0.009259259259259259
1998,57,57_gabon_africa_gabonese_african,1,108,0.009259259259259259
1998,58,58_italy_italian_europe_european,1,108,0.009259259259259259
1998,59,59_chile_chilean_latin_american,1,108,0.009259259259259259
1998,60,60_poland_polish_europe_war,1,108,0.009259259259259259
1998,61,61_dominican_dominican republic_republic_american,2,108,0.018518518518518517
1998,65,65_uruguay_human_law_rights,7,108,0.06481481481481481
1998,66,66_burundi_republic burundi_national_republic,1,108,0.009259259259259259
1998,68,68_sri_lanka_sri lanka_bantu,1,108,0.009259259259259259
1998,70,70_peru_peruvian_latin_democracy,1,108,0.009259259259259259
1998,72,72_paraguay_republic paraguay_paraguayan_republic,1,108,0.009259259259259259
1998,73,73_argentina_argentine_argentine republic_malvinas,1,108,0.009259259259259259
1998,74,74_costa_costa rica_rica_human,1,108,0.009259259259259259
1998,77,77_vanuatu_palau_pacific_climate,1,108,0.009259259259259259
1998,79,79_kuwait_iraq_arab_israel,1,108,0.009259259259259259
1998,80,80_papua guinea_papua_guinea_pacific,1,108,0.009259259259259259
1998,83,83_azerbaijan_armenia_karabakh_azerbaijani,1,108,0.009259259259259259
1998,85,85_philippines_philippine_filipino_asia,1,108,0.009259259259259259
1998,88,88_india_korea_great_soviet,1,108,0.009259259259259259
1998,92,92_san marino_marino_san_children,1,108,0.009259259259259259
1998,93,93_bulgaria_bulgarian_european_europe,1,108,0.009259259259259259
1998,94,94_australia_australian_pacific_nuclear,1,108,0.009259259259259259
1998,95,95_slovakia_czech_czech republic_slovak,1,108,0.009259259259259259
1998,96,96_tanzania_africa_south_south africa,1,108,0.009259259259259259
1999,0,0_sustainable_climate_change_climate change,6,120,0.05
1999,2,2_africa_african_south_south africa,3,120,0.025
1999,3,3_soviet_soviet union_union_war,1,120,0.008333333333333333
1999,4,4_caribbean_bahamas_tobago_trinidad tobago,1,120,0.008333333333333333
1999,5,5_islands_pacific_solomon_solomon islands,5,120,0.041666666666666664
1999,7,7_war_great_soviet_israel,1,120,0.008333333333333333
1999,10,10_ukraine_russia_moldova_ukrainian,2,120,0.016666666666666666
1999,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,2,120,0.016666666666666666
1999,15,15_bangladesh_south_africa_operation,1,120,0.008333333333333333
1999,16,16_reform_malaysia_human_rights,2,120,0.016666666666666666
1999,18,18_guatemala_american_central_guatemalan,1,120,0.008333333333333333
1999,21,21_netherlands_european_rights_human,1,120,0.008333333333333333
1999,28,28_thailand_cambodia_viet_thai,2,120,0.016666666666666666
1999,29,29_bosnia_bosnia herzegovina_herzegovina_serbia,1,120,0.008333333333333333
1999,30,30_finland_denmark_iceland_rights,2,120,0.016666666666666666
1999,31,31_century_east timor_timor_human,63,120,0.525
1999,32,32_honduras_salvador_el salvador_central,1,120,0.008333333333333333
1999,34,34_yemen_arab_yemeni_yemen arab,1,120,0.008333333333333333
1999,36,36_haiti_haitian_republic haiti_republic,1,120,0.008333333333333333
1999,40,40_millennium_globalization_millennium summit_summit,3,120,0.025
1999,41,41_albania_albanian_republic albania_imperialist,1,120,0.008333333333333333
1999,42,42_nepal_bhutan_majesty_developed,1,120,0.008333333333333333
1999,47,47_brazil_brazilian_latin_america,1,120,0.008333333333333333
1999,50,50_sudan_south sudan_south_sudanese,1,120,0.008333333333333333
1999,52,52_korea_republic korea_korean_korean peninsula,1,120,0.008333333333333333
1999,53,53_panama_canal_panamanian_panama canal,1,120,0.008333333333333333
1999,61,61_dominican_dominican republic_republic_american,1,120,0.008333333333333333
1999,66,66_burundi_republic burundi_national_republic,1,120,0.008333333333333333
1999,67,67_myanmar_burma_nuclear_national,1,120,0.008333333333333333
1999,70,70_peru_peruvian_latin_democracy,1,120,0.008333333333333333
1999,72,72_paraguay_republic paraguay_paraguayan_republic,2,120,0.016666666666666666
1999,73,73_argentina_argentine_argentine republic_malvinas,1,120,0.008333333333333333
1999,77,77_vanuatu_palau_pacific_climate,1,120,0.008333333333333333
1999,78,78_malta_mediterranean_european_libya,1,120,0.008333333333333333
1999,79,79_kuwait_iraq_arab_israel,1,120,0.008333333333333333
1999,80,80_papua guinea_papua_guinea_pacific,1,120,0.008333333333333333
1999,92,92_san marino_marino_san_children,1,120,0.008333333333333333
1999,95,95_slovakia_czech_czech republic_slovak,1,120,0.008333333333333333
1999,96,96_tanzania_africa_south_south africa,1,120,0.008333333333333333
2000,0,0_sustainable_climate_change_climate change,7,119,0.058823529411764705
2000,2,2_africa_african_south_south africa,2,119,0.01680672268907563
2000,4,4_caribbean_bahamas_tobago_trinidad tobago,1,119,0.008403361344537815
2000,5,5_islands_pacific_solomon_solomon islands,4,119,0.03361344537815126
2000,9,9_israel_palestinian_israeli_arab,2,119,0.01680672268907563
2000,10,10_ukraine_russia_moldova_ukrainian,2,119,0.01680672268907563
2000,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,3,119,0.025210084033613446
2000,15,15_bangladesh_south_africa_operation,1,119,0.008403361344537815
2000,16,16_reform_malaysia_human_rights,2,119,0.01680672268907563
2000,18,18_guatemala_american_central_guatemalan,1,119,0.008403361344537815
2000,20,20_zimbabwe_kampuchea_south_africa,1,119,0.008403361344537815
2000,21,21_netherlands_european_rights_human,1,119,0.008403361344537815
2000,28,28_thailand_cambodia_viet_thai,1,119,0.008403361344537815
2000,29,29_bosnia_bosnia herzegovina_herzegovina_serbia,1,119,0.008403361344537815
2000,30,30_finland_denmark_iceland_rights,5,119,0.04201680672268908
2000,31,31_century_east timor_timor_human,1,119,0.008403361344537815
2000,32,32_honduras_salvador_el salvador_central,1,119,0.008403361344537815
2000,34,34_yemen_arab_yemeni_yemen arab,1,119,0.008403361344537815
2000,36,36_haiti_haitian_republic haiti_republic,1,119,0.008403361344537815
2000,40,40_millennium_globalization_millennium summit_summit,53,119,0.44537815126050423
2000,41,41_albania_albanian_republic albania_imperialist,1,119,0.008403361344537815
2000,47,47_brazil_brazilian_latin_america,1,119,0.008403361344537815
2000,48,48_colombia_drug_colombian_drugs,2,119,0.01680672268907563
2000,49,49_pakistan_india_kashmir_nuclear,2,119,0.01680672268907563
2000,51,51_mexico_mexican_nuclear_latin,1,119,0.008403361344537815
2000,52,52_korea_republic korea_korean_korean peninsula,2,119,0.01680672268907563
2000,53,53_panama_canal_panamanian_panama canal,1,119,0.008403361344537815
2000,55,55_france_french_europe_war,1,119,0.008403361344537815
2000,57,57_gabon_africa_gabonese_african,1,119,0.008403361344537815
2000,59,59_chile_chilean_latin_american,1,119,0.008403361344537815
2000,61,61_dominican_dominican republic_republic_american,1,119,0.008403361344537815
2000,62,62_zealand_pacific_nuclear_south pacific,1,119,0.008403361344537815
2000,66,66_burundi_republic burundi_national_republic,1,119,0.008403361344537815
2000,68,68_sri_lanka_sri lanka_bantu,1,119,0.008403361344537815
2000,70,70_peru_peruvian_latin_democracy,1,119,0.008403361344537815
2000,73,73_argentina_argentine_argentine republic_malvinas,1,119,0.008403361344537815
2000,77,77_vanuatu_palau_pacific_climate,1,119,0.008403361344537815
2000,78,78_malta_mediterranean_european_libya,1,119,0.008403361344537815
2000,79,79_kuwait_iraq_arab_israel,1,119,0.008403361344537815
2000,82,82_suriname_republic suriname_caribbean_developing,1,119,0.008403361344537815
2000,83,83_azerbaijan_armenia_karabakh_azerbaijani,1,119,0.008403361344537815
2000,85,85_philippines_philippine_filipino_asia,1,119,0.008403361344537815
2000,87,87_belize_caribbean_guatemala_belizean,1,119,0.008403361344537815
2000,92,92_san marino_marino_san_children,1,119,0.008403361344537815
2000,93,93_bulgaria_bulgarian_european_europe,1,119,0.008403361344537815
2001,2,2_africa_african_south_south africa,2,155,0.012903225806451613
2001,4,4_caribbean_bahamas_tobago_trinidad tobago,3,155,0.01935483870967742
2001,5,5_islands_pacific_solomon_solomon islands,3,155,0.01935483870967742
2001,6,6_terrorism_11 september_2001_terrorist,102,155,0.6580645161290323
2001,8,8_independence_operation_africa_special,1,155,0.0064516129032258064
2001,9,9_israel_palestinian_israeli_arab,2,155,0.012903225806451613
2001,10,10_ukraine_russia_moldova_ukrainian,2,155,0.012903225806451613
2001,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,4,155,0.025806451612903226
2001,14,14_south_brunei_darussalam_africa,1,155,0.0064516129032258064
2001,16,16_reform_malaysia_human_rights,2,155,0.012903225806451613
2001,17,17_malawi_zambia_africa_african,1,155,0.0064516129032258064
2001,19,19_indonesia_china_disarmament_israel,1,155,0.0064516129032258064
2001,21,21_netherlands_european_rights_human,1,155,0.0064516129032258064
2001,27,27_seychelles_africa_conference_operation,1,155,0.0064516129032258064
2001,28,28_thailand_cambodia_viet_thai,1,155,0.0064516129032258064
2001,32,32_honduras_salvador_el salvador_central,2,155,0.012903225806451613
2001,33,33_lebanon_lebanese_israel_arab,1,155,0.0064516129032258064
2001,36,36_haiti_haitian_republic haiti_republic,2,155,0.012903225806451613
2001,39,39_barbados_caribbean_antigua_barbuda,1,155,0.0064516129032258064
2001,41,41_albania_albanian_republic albania_imperialist,1,155,0.0064516129032258064
2001,42,42_nepal_bhutan_majesty_developed,1,155,0.0064516129032258064
2001,49,49_pakistan_india_kashmir_nuclear,1,155,0.0064516129032258064
2001,51,51_mexico_mexican_nuclear_latin,1,155,0.0064516129032258064
2001,52,52_korea_republic korea_korean_korean peninsula,2,155,0.012903225806451613
2001,53,53_panama_canal_panamanian_panama canal,1,155,0.0064516129032258064
2001,56,56_ecuador_human_latin_american,1,155,0.0064516129032258064
2001,57,57_gabon_africa_gabonese_african,1,155,0.0064516129032258064
2001,63,63_venezuela_venezuelan_latin_america,1,155,0.0064516129032258064
2001,66,66_burundi_republic burundi_national_republic,1,155,0.0064516129032258064
2001,69,69_hungary_hungarian_hungarian republic_republic,1,155,0.0064516129032258064
2001,70,70_peru_peruvian_latin_democracy,1,155,0.0064516129032258064
2001,72,72_paraguay_republic paraguay_paraguayan_republic,1,155,0.0064516129032258064
2001,75,75_bolivia_bolivian_latin_america,1,155,0.0064516129032258064
2001,77,77_vanuatu_palau_pacific_climate,1,155,0.0064516129032258064
2001,80,80_papua guinea_papua_guinea_pacific,1,155,0.0064516129032258064
2001,82,82_suriname_republic suriname_caribbean_developing,1,155,0.0064516129032258064
2001,86,86_syria_syrian_2015_terrorism,1,155,0.0064516129032258064
2001,90,90_cuba_cuban_latin_revolutionary,1,155,0.0064516129032258064
2001,92,92_san marino_marino_san_children,1,155,0.0064516129032258064
2001,93,93_bulgaria_bulgarian_european_europe,1,155,0.0064516129032258064
2002,0,0_sustainable_climate_change_climate change,5,141,0.03546099290780142
2002,2,2_africa_african_south_south africa,1,141,0.0070921985815602835
2002,4,4_caribbean_bahamas_tobago_trinidad tobago,4,141,0.028368794326241134
2002,5,5_islands_pacific_solomon_solomon islands,5,141,0.03546099290780142
2002,6,6_terrorism_11 september_2001_terrorist,76,141,0.5390070921985816
2002,9,9_israel_palestinian_israeli_arab,2,141,0.014184397163120567
2002,10,10_ukraine_russia_moldova_ukrainian,2,141,0.014184397163120567
2002,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,5,141,0.03546099290780142
2002,17,17_malawi_zambia_africa_african,2,141,0.014184397163120567
2002,18,18_guatemala_american_central_guatemalan,1,141,0.0070921985815602835
2002,21,21_netherlands_european_rights_human,2,141,0.014184397163120567
2002,28,28_thailand_cambodia_viet_thai,1,141,0.0070921985815602835
2002,29,29_bosnia_bosnia herzegovina_herzegovina_serbia,1,141,0.0070921985815602835
2002,32,32_honduras_salvador_el salvador_central,1,141,0.0070921985815602835
2002,34,34_yemen_arab_yemeni_yemen arab,1,141,0.0070921985815602835
2002,36,36_haiti_haitian_republic haiti_republic,1,141,0.0070921985815602835
2002,37,37_romania_romanian_disarmament_relations,1,141,0.0070921985815602835
2002,39,39_barbados_caribbean_antigua_barbuda,2,141,0.014184397163120567
2002,41,41_albania_albanian_republic albania_imperialist,1,141,0.0070921985815602835
2002,43,43_canada_canadian_canadians_human,1,141,0.0070921985815602835
2002,47,47_brazil_brazilian_latin_america,1,141,0.0070921985815602835
2002,48,48_colombia_drug_colombian_drugs,1,141,0.0070921985815602835
2002,51,51_mexico_mexican_nuclear_latin,1,141,0.0070921985815602835
2002,52,52_korea_republic korea_korean_korean peninsula,1,141,0.0070921985815602835
2002,53,53_panama_canal_panamanian_panama canal,1,141,0.0070921985815602835
2002,54,54_iraq_terrorism_baghdad_vieira mello,1,141,0.0070921985815602835
2002,57,57_gabon_africa_gabonese_african,1,141,0.0070921985815602835
2002,59,59_chile_chilean_latin_american,1,141,0.0070921985815602835
2002,62,62_zealand_pacific_nuclear_south pacific,1,141,0.0070921985815602835
2002,63,63_venezuela_venezuelan_latin_america,1,141,0.0070921985815602835
2002,65,65_uruguay_human_law_rights,1,141,0.0070921985815602835
2002,66,66_burundi_republic burundi_national_republic,1,141,0.0070921985815602835
2002,69,69_hungary_hungarian_hungarian republic_republic,1,141,0.0070921985815602835
2002,70,70_peru_peruvian_latin_democracy,1,141,0.0070921985815602835
2002,72,72_paraguay_republic paraguay_paraguayan_republic,1,141,0.0070921985815602835
2002,73,73_argentina_argentine_argentine republic_malvinas,1,141,0.0070921985815602835
2002,76,76_iraq_iraqi_iranian_iran,1,141,0.0070921985815602835
2002,77,77_vanuatu_palau_pacific_climate,1,141,0.0070921985815602835
2002,78,78_malta_mediterranean_european_libya,1,141,0.0070921985815602835
2002,82,82_suriname_republic suriname_caribbean_developing,1,141,0.0070921985815602835
2002,85,85_philippines_philippine_filipino_asia,1,141,0.0070921985815602835
2002,87,87_belize_caribbean_guatemala_belizean,1,141,0.0070921985815602835
2002,91,91_nicaragua_nicaraguan_central_america,1,141,0.0070921985815602835
2002,92,92_san marino_marino_san_children,1,141,0.0070921985815602835
2002,93,93_bulgaria_bulgarian_european_europe,1,141,0.0070921985815602835
2002,95,95_slovakia_czech_czech republic_slovak,1,141,0.0070921985815602835
2003,0,0_sustainable_climate_change_climate change,3,133,0.022556390977443608
2003,2,2_africa_african_south_south africa,2,133,0.015037593984962405
2003,4,4_caribbean_bahamas_tobago_trinidad tobago,11,133,0.08270676691729323
2003,5,5_islands_pacific_solomon_solomon islands,4,133,0.03007518796992481
2003,7,7_war_great_soviet_israel,1,133,0.007518796992481203
2003,9,9_israel_palestinian_israeli_arab,3,133,0.022556390977443608
2003,11,11_portugal_process_fiftieth_human,1,133,0.007518796992481203
2003,13,13_afghanistan_tajikistan_kyrgyzstan_afghan,3,133,0.022556390977443608
2003,14,14_south_brunei_darussalam_africa,1,133,0.007518796992481203
2003,16,16_reform_malaysia_human_rights,4,133,0.03007518796992481
2003,17,17_malawi_zambia_africa_african,2,133,0.015037593984962405
2003,18,18_guatemala_american_central_guatemalan,1,133,0.007518796992481203
2003,19,19_indonesia_china_disarmament_israel,1,133,0.007518796992481203
2003,21,21_netherlands_european_rights_human,1,133,0.007518796992481203
2003,27,27_seychelles_africa_conference_operation,1,133,0.007518796992481203
2003,28,28_thailand_cambodia_viet_thai,1,133,0.007518796992481203
2003,29,29_bosnia_bosnia herzegovina_herzegovina_serbia,1,133,0.007518796992481203
2003,30,30_finland_denmark_iceland_rights,2,133,0.015037593984962405
2003,32,32_honduras_salvador_el salvador_central,2,133,0.015037593984962405
2003,36,36_haiti_haitian_republic haiti_republic,1,133,0.007518796992481203
2003,37,37_romania_romanian_disarmament_relations,1,133,0.007518796992481203
2003,41,41_albania_albanian_republic albania_imperialist,1,133,0.007518796992481203
2003,42,42_nepal_bhutan_majesty_developed,1,133,0.007518796992481203
2003,43,43_canada_canadian_canadians_human,1,133,0.007518796992481203
2003,47,47_brazil_brazilian_latin_america,2,133,0.015037593984962405
2003,48,48_colombia_drug_colombian_drugs,2,133,0.015037593984962405
2003,51,51_mexico_mexican_nuclear_latin,1,133,0.007518796992481203
2003,52,52_korea_republic korea_korean_korean peninsula,1,133,0.007518796992481203
2003,53,53_panama_canal_panamanian_panama canal,1,133,0.007518796992481203
2003,54,54_iraq_terrorism_baghdad_vieira mello,46,133,0.3458646616541353
2003,59,59_chile_chilean_latin_american,1,133,0.007518796992481203
2003,61,61_dominican_dominican republic_republic_american,1,133,0.007518796992481203
2003,62,62_zealand_pacific_nuclear_south pacific,1,133,0.007518796992481203
2003,65,65_uruguay_human_law_rights,1,133,0.007518796992481203
2003,66,66_burundi_republic burundi_national_republic,1,133,0.007518796992481203
2003,67,67_myanmar_burma_nuclear_national,1,133,0.007518796992481203
2003,68,68_sri_lanka_sri lanka_bantu,1,133,0.007518796992481203
2003,69,69_hungary_hungarian_hungarian republic_republic,1,133,0.007518796992481203
2003,70,70_peru_peruvian_latin_democracy,1,133,0.007518796992481203
2003,74,74_costa_costa rica_rica_human,1,133,0.007518796992481203
2003,75,75_bolivia_bolivian_latin_america,1,133,0.007518796992481203
2003,76,76_iraq_iraqi_iranian_iran,8,133,0.06015037593984962
2003,77,77_vanuatu_palau_pacific_climate,2,133,0.015037593984962405
2003,80,80_papua guinea_papua_guinea_pacific,1,133,0.007518796992481203
2003,82,82_suriname_republic suriname_caribbean_developing,1,133,0.007518796992481203
2003,85,85_philippines_philippine_filipino_asia,1,133,0.007518796992481203
2003,86,86_syria_syrian_2015_terrorism,1,133,0.007518796992481203
2003,87,87_belize_caribbean_guatemala_belizean,1,133,0.007518796992481203
2003,91,91_nicaragua_nicaraguan_central_america,1,133,0.007518796992481203
2003,92,92_san marino_marino_san_children,1,133,0.007518796992481203
